path	enum
[].Physiology and metabolism.API ID32E.[].DARL	Enum_0019
[].Physiology and metabolism.API ID32E.[].CEL	Enum_0019
[].Physiology and metabolism.API ID32E.[].beta NAG	Enum_0019
[].Physiology and metabolism.API ID32E.[].beta GUR	Enum_0019
[].Physiology and metabolism.API ID32E.[].beta GLU	Enum_0019
[].Physiology and metabolism.API ID32E.[].beta GAL	Enum_0019
[].Physiology and metabolism.API ID32E.[].alphaMAL	Enum_0019
[].Physiology and metabolism.API ID32E.[].alpha GLU	Enum_0019
[].Physiology and metabolism.API ID32E.[].alpha GAL	Enum_0019
[].Physiology and metabolism.API ID32E.[].ADO	Enum_0019
[].Physiology and metabolism.API ID32E.[].ADH Arg	Enum_0019
[].Physiology and metabolism.API ID32E.[].5KG	Enum_0019
[].Physiology and metabolism.API ID32E.[].AspA	Enum_0019
[].Physiology and metabolism.API ID32STA.URE	Enum_0018
[].Physiology and metabolism.API ID32STA.TUR	Enum_0018
[].Physiology and metabolism.API ID32STA.TRE	Enum_0018
[].Physiology and metabolism.API ID32STA.SAC	Enum_0018
[].Physiology and metabolism.API ID32STA.RIB	Enum_0018
[].Physiology and metabolism.API ID32STA.RAF	Enum_0018
[].Physiology and metabolism.API ID32STA.NOVO	Enum_0018
[].Physiology and metabolism.API ID32STA.NIT	Enum_0018
[].Physiology and metabolism.API ID32STA.NAG	Enum_0018
[].Physiology and metabolism.API ID32STA.MNE	Enum_0018
[].Physiology and metabolism.API ID32STA.MAN	Enum_0018
[].Physiology and metabolism.API ID32STA.MAL	Enum_0018
[].Physiology and metabolism.API ID32STA.LAC	Enum_0018
[].Physiology and metabolism.API ID32STA.GLU	Enum_0018
[].Physiology and metabolism.API ID32STA.FRU	Enum_0018
[].Physiology and metabolism.API ID32STA.ESC	Enum_0018
[].Physiology and metabolism.API ID32STA.CEL	Enum_0018
[].Physiology and metabolism.API ID32STA.beta GUR	Enum_0018
[].Physiology and metabolism.API ID32STA.ArgA	Enum_0018
[].Physiology and metabolism.API ID32STA.ARA	Enum_0018
[].Physiology and metabolism.API ID32STA.ADH Arg	Enum_0018
[].Physiology and metabolism.API ID32STA.PAL	Enum_0018
[].Physiology and metabolism.API ID32STA.ODC	Enum_0018
[].Physiology and metabolism.API ID32STA.beta GAL	Enum_0018
[].Physiology and metabolism.API ID32STA.PyrA	Enum_0018
[].Physiology and metabolism.API ID32STA.VP	Enum_0018
[].Physiology and metabolism.API ID32STA.[].URE	Enum_0018
[].Physiology and metabolism.API ID32STA.[].TUR	Enum_0018
[].Physiology and metabolism.API ID32STA.[].TRE	Enum_0018
[].Physiology and metabolism.API ID32STA.[].SAC	Enum_0018
[].Physiology and metabolism.API ID32STA.[].RAF	Enum_0018
[].Physiology and metabolism.API ID32STA.[].PyrA	Enum_0018
[].Physiology and metabolism.API ID32STA.[].PAL	Enum_0018
[].Physiology and metabolism.API ID32STA.[].NOVO	Enum_0018
[].Physiology and metabolism.API ID32STA.[].NAG	Enum_0018
[].Physiology and metabolism.API ID32STA.[].MNE	Enum_0018
[].Physiology and metabolism.API ID32STA.[].MAN	Enum_0018
[].Physiology and metabolism.API ID32STA.[].MAL	Enum_0018
[].Physiology and metabolism.API ID32STA.[].GLU	Enum_0018
[].Physiology and metabolism.API ID32STA.[].FRU	Enum_0018
[].Physiology and metabolism.API ID32STA.[].ESC	Enum_0018
[].Physiology and metabolism.API ID32STA.[].beta GAL	Enum_0018
[].Physiology and metabolism.API ID32STA.[].ArgA	Enum_0018
[].Physiology and metabolism.API ID32STA.[].ARA	Enum_0018
[].Physiology and metabolism.API ID32STA.[].ADH Arg	Enum_0018
[].Physiology and metabolism.API ID32STA.[].RIB	Enum_0018
[].Physiology and metabolism.API ID32STA.[].ODC	Enum_0018
[].Physiology and metabolism.API ID32STA.[].LAC	Enum_0018
[].Physiology and metabolism.API ID32STA.[].beta GUR	Enum_0018
[].Physiology and metabolism.API ID32STA.[].VP	Enum_0018
[].Physiology and metabolism.API ID32STA.[].CEL	Enum_0018
[].Physiology and metabolism.API ID32STA.[].NIT	Enum_0018
[].Physiology and metabolism.API LIST.XYL	Enum_0018
[].Physiology and metabolism.API LIST.RIB	Enum_0018
[].Physiology and metabolism.API LIST.RHA	Enum_0018
[].Physiology and metabolism.API LIST.MDG	Enum_0018
[].Physiology and metabolism.API LIST.G1P	Enum_0018
[].Physiology and metabolism.API LIST.ESC	Enum_0018
[].Physiology and metabolism.API LIST.DARL	Enum_0018
[].Physiology and metabolism.API LIST.alpha MAN	Enum_0018
[].Physiology and metabolism.API LIST.TAG	Enum_0018
[].Physiology and metabolism.API LIST.DIM	Enum_0018
[].Physiology and metabolism.API LIST.beta HEM	Enum_0018
[].Physiology and metabolism.API LIST.[].XYL	Enum_0018
[].Physiology and metabolism.API LIST.[].TAG	Enum_0018
[].Physiology and metabolism.API LIST.[].RIB	Enum_0018
[].Physiology and metabolism.API LIST.[].RHA	Enum_0018
[].Physiology and metabolism.API LIST.[].MDG	Enum_0018
[].Physiology and metabolism.API LIST.[].G1P	Enum_0018
[].Physiology and metabolism.API LIST.[].ESC	Enum_0018
[].Physiology and metabolism.API LIST.[].DARL	Enum_0018
[].Physiology and metabolism.API LIST.[].alpha MAN	Enum_0018
[].Physiology and metabolism.API LIST.[].DIM	Enum_0018
[].Physiology and metabolism.API LIST.[].beta HEM	Enum_0018
[].Physiology and metabolism.API NH.URE	Enum_0018
[].Physiology and metabolism.API NH.SAC	Enum_0018
[].Physiology and metabolism.API NH.PAL	Enum_0018
[].Physiology and metabolism.API NH.ODC	Enum_0018
[].Physiology and metabolism.API NH.MAL	Enum_0018
[].Physiology and metabolism.API NH.LIP	Enum_0018
[].Physiology and metabolism.API NH.GLU	Enum_0018
[].Physiology and metabolism.API NH.FRU	Enum_0018
[].Physiology and metabolism.API NH.beta GAL	Enum_0018
[].Physiology and metabolism.API NH.ProA	Enum_0018
[].Physiology and metabolism.API NH.GGT	Enum_0018
[].Physiology and metabolism.API NH.IND	Enum_0018
[].Physiology and metabolism.API NH.PEN	Enum_0018
[].Physiology and metabolism.API NH.[].URE	Enum_0018
[].Physiology and metabolism.API NH.[].SAC	Enum_0018
[].Physiology and metabolism.API NH.[].PAL	Enum_0018
[].Physiology and metabolism.API NH.[].ODC	Enum_0018
[].Physiology and metabolism.API NH.[].MAL	Enum_0018
[].Physiology and metabolism.API NH.[].LIP	Enum_0018
[].Physiology and metabolism.API NH.[].GLU	Enum_0018
[].Physiology and metabolism.API NH.[].FRU	Enum_0018
[].Physiology and metabolism.API NH.[].beta GAL	Enum_0018
[].Physiology and metabolism.API NH.[].ProA	Enum_0018
[].Physiology and metabolism.API NH.[].PEN	Enum_0018
[].Physiology and metabolism.API NH.[].GGT	Enum_0018
[].Physiology and metabolism.API NH.[].IND	Enum_0018
[].Physiology and metabolism.API STA.XYL	Enum_0018
[].Physiology and metabolism.API STA.XLT	Enum_0018
[].Physiology and metabolism.API STA.VP	Enum_0018
[].Physiology and metabolism.API STA.URE	Enum_0018
[].Physiology and metabolism.API STA.TRE	Enum_0018
[].Physiology and metabolism.API STA.SAC	Enum_0018
[].Physiology and metabolism.API STA.RAF	Enum_0018
[].Physiology and metabolism.API STA.PAL	Enum_0018
[].Physiology and metabolism.API STA.NIT	Enum_0018
[].Physiology and metabolism.API STA.NAG	Enum_0018
[].Physiology and metabolism.API STA.MNE	Enum_0018
[].Physiology and metabolism.API STA.MEL	Enum_0018
[].Physiology and metabolism.API STA.MDG	Enum_0018
[].Physiology and metabolism.API STA.MAN	Enum_0018
[].Physiology and metabolism.API STA.MAL	Enum_0018
[].Physiology and metabolism.API STA.LAC	Enum_0018
[].Physiology and metabolism.API STA.GLU	Enum_0018
[].Physiology and metabolism.API STA.FRU	Enum_0018
[].Physiology and metabolism.API STA.ADH	Enum_0018
[].Physiology and metabolism.API STA.LSTR	Enum_0018
[].Physiology and metabolism.API STA.Control	Enum_0018
[].Physiology and metabolism.API biotype100.TTE	Enum_0019
[].Physiology and metabolism.API biotype100.TRY	Enum_0019
[].Physiology and metabolism.API biotype100.TRE	Enum_0019
[].Physiology and metabolism.API biotype100.TATE	Enum_0019
[].Physiology and metabolism.API biotype100.SOR	Enum_0019
[].Physiology and metabolism.API biotype100.SAT	Enum_0019
[].Physiology and metabolism.API biotype100.SAC	Enum_0019
[].Physiology and metabolism.API biotype100.RIB	Enum_0019
[].Physiology and metabolism.API biotype100.RHA	Enum_0019
[].Physiology and metabolism.API biotype100.pOBE	Enum_0019
[].Physiology and metabolism.API biotype100.PLE	Enum_0019
[].Physiology and metabolism.API biotype100.PAT	Enum_0019
[].Physiology and metabolism.API biotype100.PAC	Enum_0019
[].Physiology and metabolism.API biotype100.NAG	Enum_0019
[].Physiology and metabolism.API biotype100.MUC	Enum_0019
[].Physiology and metabolism.API biotype100.MTL	Enum_0019
[].Physiology and metabolism.API biotype100.MTE	Enum_0019
[].Physiology and metabolism.API biotype100.MTAT	Enum_0019
[].Physiology and metabolism.API biotype100.MLZ	Enum_0019
[].Physiology and metabolism.API biotype100.MEL	Enum_0019
[].Physiology and metabolism.API biotype100.MDG	Enum_0019
[].Physiology and metabolism.API biotype100.MbGu	Enum_0019
[].Physiology and metabolism.API biotype100.MbGa	Enum_0019
[].Physiology and metabolism.API biotype100.MAN	Enum_0019
[].Physiology and metabolism.API biotype100.MaGa	Enum_0019
[].Physiology and metabolism.API biotype100.LTE	Enum_0019
[].Physiology and metabolism.API biotype100.LTAT	Enum_0019
[].Physiology and metabolism.API biotype100.LMLT	Enum_0019
[].Physiology and metabolism.API biotype100.INO	Enum_0019
[].Physiology and metabolism.API biotype100.HBG	Enum_0019
[].Physiology and metabolism.API biotype100.GRT	Enum_0019
[].Physiology and metabolism.API biotype100.GNT	Enum_0019
[].Physiology and metabolism.API biotype100.GEN	Enum_0019
[].Physiology and metabolism.API biotype100.GAT	Enum_0019
[].Physiology and metabolism.API biotype100.GAL	Enum_0019
[].Physiology and metabolism.API biotype100.ESC	Enum_0019
[].Physiology and metabolism.API biotype100.ERY	Enum_0019
[].Physiology and metabolism.API biotype100.DTAT	Enum_0019
[].Physiology and metabolism.API biotype100.DMLT	Enum_0019
[].Physiology and metabolism.API biotype100.CIT	Enum_0019
[].Physiology and metabolism.API biotype100.CEL	Enum_0019
[].Physiology and metabolism.API biotype100.CATE	Enum_0019
[].Physiology and metabolism.API biotype100.5KG	Enum_0019
[].Physiology and metabolism.API biotype100.3MDG	Enum_0019
[].Physiology and metabolism.API biotype100.2KG	Enum_0019
[].Physiology and metabolism.API biotype100.XYL	Enum_0019
[].Physiology and metabolism.API biotype100.XLT	Enum_0019
[].Physiology and metabolism.API biotype100.TUR	Enum_0019
[].Physiology and metabolism.API biotype100.TAG	Enum_0019
[].Physiology and metabolism.API biotype100.SBE	Enum_0019
[].Physiology and metabolism.API biotype100.RAF	Enum_0019
[].Physiology and metabolism.API biotype100.MNE	Enum_0019
[].Physiology and metabolism.API biotype100.MAL	Enum_0019
[].Physiology and metabolism.API biotype100.LYX	Enum_0019
[].Physiology and metabolism.API biotype100.LARL	Enum_0019
[].Physiology and metabolism.API biotype100.LAC	Enum_0019
[].Physiology and metabolism.API biotype100.GLY	Enum_0019
[].Physiology and metabolism.API biotype100.GLU	Enum_0019
[].Physiology and metabolism.API biotype100.FUC	Enum_0019
[].Physiology and metabolism.API biotype100.FRU	Enum_0019
[].Physiology and metabolism.API biotype100.DUL	Enum_0019
[].Physiology and metabolism.API biotype100.DARL	Enum_0019
[].Physiology and metabolism.API biotype100.ARA	Enum_0019
[].Physiology and metabolism.API biotype100.ADO	Enum_0019
[].Physiology and metabolism.API biotype100.TGE	Enum_0019
[].Physiology and metabolism.API biotype100.SUC	Enum_0019
[].Physiology and metabolism.API biotype100.QAT	Enum_0019
[].Physiology and metabolism.API biotype100.PPAT	Enum_0019
[].Physiology and metabolism.API biotype100.PCE	Enum_0019
[].Physiology and metabolism.API biotype100.mOBE	Enum_0019
[].Physiology and metabolism.API biotype100.LAT	Enum_0019
[].Physiology and metabolism.API biotype100.HIS	Enum_0019
[].Physiology and metabolism.API biotype100.HIN	Enum_0019
[].Physiology and metabolism.API biotype100.GTE	Enum_0019
[].Physiology and metabolism.API biotype100.CYT	Enum_0019
[].Physiology and metabolism.API biotype100.CMT	Enum_0019
[].Physiology and metabolism.API biotype100.CAP	Enum_0019
[].Physiology and metabolism.API biotype100.BET	Enum_0019
[].Physiology and metabolism.API biotype100.BAT	Enum_0019
[].Physiology and metabolism.API biotype100.ABT	Enum_0019
[].Physiology and metabolism.API biotype100.TTN	Enum_0019
[].Physiology and metabolism.API biotype100.SER	Enum_0019
[].Physiology and metabolism.API biotype100.PRO	Enum_0019
[].Physiology and metabolism.API biotype100.MNT	Enum_0019
[].Physiology and metabolism.API biotype100.LALA	Enum_0019
[].Physiology and metabolism.API biotype100.ITA	Enum_0019
[].Physiology and metabolism.API biotype100.GYT	Enum_0019
[].Physiology and metabolism.API biotype100.GTT	Enum_0019
[].Physiology and metabolism.API biotype100.GRE	Enum_0019
[].Physiology and metabolism.API biotype100.GLN	Enum_0019
[].Physiology and metabolism.API biotype100.FUM	Enum_0019
[].Physiology and metabolism.API biotype100.ETN	Enum_0019
[].Physiology and metabolism.API biotype100.DALA	Enum_0019
[].Physiology and metabolism.API biotype100.AVT	Enum_0019
[].Physiology and metabolism.API biotype100.APT	Enum_0019
[].Physiology and metabolism.API biotype100.3OBU	Enum_0019
[].Physiology and metabolism.API biotype100.TYR	Enum_0019
[].Physiology and metabolism.API biotype100.PROP	Enum_0019
[].Physiology and metabolism.API biotype100.2KT	Enum_0019
[].Physiology and metabolism.API coryne.URE	Enum_0018
[].Physiology and metabolism.API coryne.GEL	Enum_0018
[].Physiology and metabolism.API coryne.ESC	Enum_0018
[].Physiology and metabolism.API coryne.PYRA	Enum_0018
[].Physiology and metabolism.API coryne.PAL	Enum_0018
[].Physiology and metabolism.API coryne.beta NAG	Enum_0018
[].Physiology and metabolism.API coryne.beta GAL	Enum_0018
[].Physiology and metabolism.API coryne.alpha GLU	Enum_0018
[].Physiology and metabolism.API coryne.beta GUR	Enum_0018
[].Physiology and metabolism.API coryne.SAC	Enum_0018
[].Physiology and metabolism.API coryne.PYZ	Enum_0018
[].Physiology and metabolism.API coryne.XYL	Enum_0018
[].Physiology and metabolism.API coryne.RIB	Enum_0018
[].Physiology and metabolism.API coryne.MAN	Enum_0018
[].Physiology and metabolism.API coryne.LAC	Enum_0018
[].Physiology and metabolism.API coryne.NIT	Enum_0018
[].Physiology and metabolism.API coryne.GLYG	Enum_0018
[].Physiology and metabolism.API coryne.MAL	Enum_0018
[].Physiology and metabolism.API coryne.GLU	Enum_0018
[].Physiology and metabolism.API coryne.Control	Enum_0018
[].Physiology and metabolism.API coryne.CAT	Enum_0018
[].Physiology and metabolism.API coryne.[].GEL	Enum_0018
[].Physiology and metabolism.API coryne.[].ESC	Enum_0018
[].Physiology and metabolism.API coryne.[].URE	Enum_0018
[].Physiology and metabolism.API coryne.[].PYRA	Enum_0018
[].Physiology and metabolism.API coryne.[].PAL	Enum_0018
[].Physiology and metabolism.API coryne.[].beta NAG	Enum_0018
[].Physiology and metabolism.API coryne.[].alpha GLU	Enum_0018
[].Physiology and metabolism.API coryne.[].SAC	Enum_0018
[].Physiology and metabolism.API coryne.[].beta GUR	Enum_0018
[].Physiology and metabolism.API coryne.[].beta GAL	Enum_0018
[].Physiology and metabolism.API coryne.[].XYL	Enum_0018
[].Physiology and metabolism.API coryne.[].RIB	Enum_0018
[].Physiology and metabolism.API coryne.[].PYZ	Enum_0018
[].Physiology and metabolism.API coryne.[].NIT	Enum_0018
[].Physiology and metabolism.API coryne.[].MAN	Enum_0018
[].Physiology and metabolism.API coryne.[].LAC	Enum_0018
[].Physiology and metabolism.API coryne.[].GLYG	Enum_0018
[].Physiology and metabolism.API coryne.[].MAL	Enum_0018
[].Physiology and metabolism.API coryne.[].GLU	Enum_0018
[].Physiology and metabolism.API coryne.[].Control	Enum_0018
[].Physiology and metabolism.API coryne.[].CAT	Enum_0018
[].Physiology and metabolism.API rID32A.TyrA	Enum_0018
[].Physiology and metabolism.API rID32A.ProA	Enum_0018
[].Physiology and metabolism.API rID32A.PheA	Enum_0018
[].Physiology and metabolism.API rID32A.PAL	Enum_0018
[].Physiology and metabolism.API rID32A.MNE	Enum_0018
[].Physiology and metabolism.API rID32A.LGA	Enum_0018
[].Physiology and metabolism.API rID32A.LeuA	Enum_0018
[].Physiology and metabolism.API rID32A.beta GUR	Enum_0018
[].Physiology and metabolism.API rID32A.beta GLU	Enum_0018
[].Physiology and metabolism.API rID32A.beta GAL	Enum_0018
[].Physiology and metabolism.API rID32A.ArgA	Enum_0018
[].Physiology and metabolism.API rID32A.alpha ARA	Enum_0018
[].Physiology and metabolism.API rID32A.AlaA	Enum_0018
[].Physiology and metabolism.API rID32A.ADH Arg	Enum_0018
[].Physiology and metabolism.API rID32A.URE	Enum_0018
[].Physiology and metabolism.API rID32A.RAF	Enum_0018
[].Physiology and metabolism.API rID32A.GDC	Enum_0018
[].Physiology and metabolism.API rID32A.beta NAG	Enum_0018
[].Physiology and metabolism.API rID32A.alpha GAL	Enum_0018
[].Physiology and metabolism.API rID32A.alpha FUC	Enum_0018
[].Physiology and metabolism.API rID32A.PyrA	Enum_0018
[].Physiology and metabolism.API rID32A.IND	Enum_0018
[].Physiology and metabolism.API rID32A.alpha GLU	Enum_0018
[].Physiology and metabolism.API rID32A.GlyA	Enum_0018
[].Physiology and metabolism.API rID32A.NIT	Enum_0018
[].Physiology and metabolism.API rID32A.HisA	Enum_0018
[].Physiology and metabolism.API rID32A.GGA	Enum_0018
[].Physiology and metabolism.API rID32A.SerA	Enum_0018
[].Physiology and metabolism.API rID32A.beta GP	Enum_0018
[].Physiology and metabolism.API rID32A.[].MNE	Enum_0018
[].Physiology and metabolism.API rID32A.[].beta GP	Enum_0018
[].Physiology and metabolism.API rID32A.[].beta GLU	Enum_0018
[].Physiology and metabolism.API rID32A.[].beta GAL	Enum_0018
[].Physiology and metabolism.API rID32A.[].alpha GLU	Enum_0018
[].Physiology and metabolism.API rID32A.[].alpha ARA	Enum_0018
[].Physiology and metabolism.API rID32A.[].RAF	Enum_0018
[].Physiology and metabolism.API rID32A.[].PheA	Enum_0018
[].Physiology and metabolism.API rID32A.[].PAL	Enum_0018
[].Physiology and metabolism.API rID32A.[].beta NAG	Enum_0018
[].Physiology and metabolism.API rID32A.[].beta GUR	Enum_0018
[].Physiology and metabolism.API rID32A.[].ArgA	Enum_0018
[].Physiology and metabolism.API rID32A.[].ADH Arg	Enum_0018
[].Physiology and metabolism.API rID32A.[].PyrA	Enum_0018
[].Physiology and metabolism.API rID32A.[].ProA	Enum_0018
[].Physiology and metabolism.API rID32A.[].LeuA	Enum_0018
[].Physiology and metabolism.API rID32A.[].alpha GAL	Enum_0018
[].Physiology and metabolism.API rID32A.[].AlaA	Enum_0018
[].Physiology and metabolism.API rID32A.[].URE	Enum_0018
[].Physiology and metabolism.API rID32A.[].TyrA	Enum_0018
[].Physiology and metabolism.API rID32A.[].LGA	Enum_0018
[].Physiology and metabolism.API rID32A.[].GlyA	Enum_0018
[].Physiology and metabolism.API rID32A.[].GDC	Enum_0018
[].Physiology and metabolism.API rID32A.[].alpha FUC	Enum_0018
[].Physiology and metabolism.API rID32A.[].IND	Enum_0018
[].Physiology and metabolism.API rID32A.[].HisA	Enum_0018
[].Physiology and metabolism.API rID32A.[].NIT	Enum_0018
[].Physiology and metabolism.API rID32A.[].GGA	Enum_0018
[].Physiology and metabolism.API rID32A.[].SerA	Enum_0018
[].Physiology and metabolism.API rID32STR.TRE	Enum_0018
[].Physiology and metabolism.API rID32STR.TAG	Enum_0018
[].Physiology and metabolism.API rID32STR.SOR	Enum_0018
[].Physiology and metabolism.API rID32STR.SAC	Enum_0018
[].Physiology and metabolism.API rID32STR.RIB	Enum_0018
[].Physiology and metabolism.API rID32STR.PyrA	Enum_0018
[].Physiology and metabolism.API rID32STR.PAL	Enum_0018
[].Physiology and metabolism.API rID32STR.MEL	Enum_0018
[].Physiology and metabolism.API rID32STR.Mbeta DG	Enum_0018
[].Physiology and metabolism.API rID32STR.MAN	Enum_0018
[].Physiology and metabolism.API rID32STR.MAL	Enum_0018
[].Physiology and metabolism.API rID32STR.LARA	Enum_0018
[].Physiology and metabolism.API rID32STR.LAC	Enum_0018
[].Physiology and metabolism.API rID32STR.HIP	Enum_0018
[].Physiology and metabolism.API rID32STR.GTA	Enum_0018
[].Physiology and metabolism.API rID32STR.DARL	Enum_0018
[].Physiology and metabolism.API rID32STR.beta NAG	Enum_0018
[].Physiology and metabolism.API rID32STR.beta MAN	Enum_0018
[].Physiology and metabolism.API rID32STR.beta GUR	Enum_0018
[].Physiology and metabolism.API rID32STR.beta GLU	Enum_0018
[].Physiology and metabolism.API rID32STR.beta GAR	Enum_0018
[].Physiology and metabolism.API rID32STR.alpha GAL	Enum_0018
[].Physiology and metabolism.API rID32STR.ADH Arg	Enum_0018
[].Physiology and metabolism.API rID32STR.RAF	Enum_0018
[].Physiology and metabolism.API rID32STR.PUL	Enum_0018
[].Physiology and metabolism.API rID32STR.MLZ	Enum_0018
[].Physiology and metabolism.API rID32STR.GLYG	Enum_0018
[].Physiology and metabolism.API rID32STR.URE	Enum_0018
[].Physiology and metabolism.API rID32STR.beta GAL	Enum_0018
[].Physiology and metabolism.API rID32STR.APPA	Enum_0018
[].Physiology and metabolism.API rID32STR.CDEX	Enum_0018
[].Physiology and metabolism.API rID32STR.VP	Enum_0018
[].Physiology and metabolism.API rID32STR.[].TRE	Enum_0018
[].Physiology and metabolism.API rID32STR.[].SOR	Enum_0018
[].Physiology and metabolism.API rID32STR.[].SAC	Enum_0018
[].Physiology and metabolism.API rID32STR.[].RAF	Enum_0018
[].Physiology and metabolism.API rID32STR.[].PAL	Enum_0018
[].Physiology and metabolism.API rID32STR.[].MAN	Enum_0018
[].Physiology and metabolism.API rID32STR.[].LARA	Enum_0018
[].Physiology and metabolism.API rID32STR.[].LAC	Enum_0018
[].Physiology and metabolism.API rID32STR.[].DARL	Enum_0018
[].Physiology and metabolism.API rID32STR.[].beta GUR	Enum_0018
[].Physiology and metabolism.API rID32STR.[].beta GLU	Enum_0018
[].Physiology and metabolism.API rID32STR.[].beta GAR	Enum_0018
[].Physiology and metabolism.API rID32STR.[].alpha GAL	Enum_0018
[].Physiology and metabolism.API rID32STR.[].ADH Arg	Enum_0018
[].Physiology and metabolism.API rID32STR.[].URE	Enum_0018
[].Physiology and metabolism.API rID32STR.[].TAG	Enum_0018
[].Physiology and metabolism.API rID32STR.[].RIB	Enum_0018
[].Physiology and metabolism.API rID32STR.[].PyrA	Enum_0018
[].Physiology and metabolism.API rID32STR.[].PUL	Enum_0018
[].Physiology and metabolism.API rID32STR.[].MLZ	Enum_0018
[].Physiology and metabolism.API rID32STR.[].MEL	Enum_0018
[].Physiology and metabolism.API rID32STR.[].Mbeta DG	Enum_0018
[].Physiology and metabolism.API rID32STR.[].MAL	Enum_0018
[].Physiology and metabolism.API rID32STR.[].GLYG	Enum_0018
[].Physiology and metabolism.API rID32STR.[].CDEX	Enum_0018
[].Physiology and metabolism.API rID32STR.[].beta MAN	Enum_0018
[].Physiology and metabolism.API rID32STR.[].VP	Enum_0018
[].Physiology and metabolism.API rID32STR.[].GTA	Enum_0018
[].Physiology and metabolism.API rID32STR.[].beta NAG	Enum_0018
[].Physiology and metabolism.API rID32STR.[].beta GAL	Enum_0018
[].Physiology and metabolism.API rID32STR.[].APPA	Enum_0018
[].Physiology and metabolism.API rID32STR.[].HIP	Enum_0018
[].Physiology and metabolism.API zym.Lipase	Enum_0018
[].Physiology and metabolism.API zym.Trypsin	Enum_0018
[].Physiology and metabolism.API zym.N-acetyl-beta- glucosaminidase	Enum_0018
[].Physiology and metabolism.API zym.Esterase	Enum_0018
[].Physiology and metabolism.API zym.Cystine arylamidase	Enum_0018
[].Physiology and metabolism.API zym.Alkaline phosphatase	Enum_0018
[].Physiology and metabolism.API zym.Acid phosphatase	Enum_0018
[].Physiology and metabolism.API zym.Valine arylamidase	Enum_0018
[].Physiology and metabolism.API zym.Esterase Lipase	Enum_0018
[].Physiology and metabolism.API zym.beta- Glucuronidase	Enum_0018
[].Physiology and metabolism.API zym.beta- Glucosidase	Enum_0018
[].Physiology and metabolism.API zym.alpha- Mannosidase	Enum_0018
[].Physiology and metabolism.API zym.alpha- Glucosidase	Enum_0018
[].Physiology and metabolism.API zym.alpha- Chymotrypsin	Enum_0018
[].Physiology and metabolism.API zym.Naphthol-AS-BI-phosphohydrolase	Enum_0018
[].Physiology and metabolism.API zym.Leucine arylamidase	Enum_0018
[].Physiology and metabolism.API zym.beta- Galactosidase	Enum_0018
[].Physiology and metabolism.API zym.alpha- Fucosidase	Enum_0018
[].Physiology and metabolism.API zym.alpha- Galactosidase	Enum_0018
[].Physiology and metabolism.API zym.Control	Enum_0018
[].Physiology and metabolism.API zym.[].Trypsin	Enum_0018
[].Physiology and metabolism.API zym.[].Lipase	Enum_0018
[].Physiology and metabolism.API zym.[].Cystine arylamidase	Enum_0018
[].Physiology and metabolism.API zym.[].alpha- Chymotrypsin	Enum_0018
[].Physiology and metabolism.API zym.[].N-acetyl-beta- glucosaminidase	Enum_0018
[].Physiology and metabolism.API zym.[].Esterase Lipase	Enum_0018
[].Physiology and metabolism.API zym.[].Esterase	Enum_0018
[].Physiology and metabolism.API zym.[].beta- Galactosidase	Enum_0018
[].Physiology and metabolism.API zym.[].alpha- Mannosidase	Enum_0018
[].Physiology and metabolism.API zym.[].alpha- Galactosidase	Enum_0018
[].Physiology and metabolism.API zym.[].alpha- Fucosidase	Enum_0018
[].Physiology and metabolism.API zym.[].Alkaline phosphatase	Enum_0018
[].Physiology and metabolism.API zym.[].Valine arylamidase	Enum_0018
[].Physiology and metabolism.API zym.[].Naphthol-AS-BI-phosphohydrolase	Enum_0018
[].Physiology and metabolism.API zym.[].Leucine arylamidase	Enum_0018
[].Physiology and metabolism.API zym.[].beta- Glucuronidase	Enum_0018
[].Physiology and metabolism.API zym.[].beta- Glucosidase	Enum_0018
[].Physiology and metabolism.API zym.[].alpha- Glucosidase	Enum_0018
[].Physiology and metabolism.API zym.[].Acid phosphatase	Enum_0018
[].Physiology and metabolism.API zym.[].Control	Enum_0018
[].Physiology and metabolism.antibiogram.medium	Enum_0020
[].Physiology and metabolism.antibiogram.oxygen condition	Enum_0020
[].Physiology and metabolism.antibiogram.[].medium	Enum_0021
[].Physiology and metabolism.antibiogram.[].oxygen condition	Enum_0021
[].Physiology and metabolism.antibiotic resistance.is antibiotic	Enum_0001
[].Physiology and metabolism.antibiotic resistance.is resistant	Enum_0001
[].Physiology and metabolism.antibiotic resistance.is sensitive	Enum_0001
[].Physiology and metabolism.antibiotic resistance.is intermediate	Enum_0001
[].Physiology and metabolism.antibiotic resistance.[].is sensitive	Enum_0001
[].Physiology and metabolism.antibiotic resistance.[].is resistant	Enum_0001
[].Physiology and metabolism.antibiotic resistance.[].is intermediate	Enum_0001
[].Physiology and metabolism.compound production.excreted	Enum_0022
[].Physiology and metabolism.compound production.[].excreted	Enum_0022
[].Physiology and metabolism.enzymes.activity	Enum_0018
[].Physiology and metabolism.enzymes.[].activity	Enum_0018
[].Physiology and metabolism.fatty acid profile.type of FA analysis	Enum_0023
[].Physiology and metabolism.fatty acid profile.system	Enum_0023
[].Physiology and metabolism.fatty acid profile.agar/liquid	Enum_0023
[].Physiology and metabolism.fatty acid profile.incubation_oxygen	Enum_0023
[].Physiology and metabolism.fatty acid profile.treatment	Enum_0023
[].Physiology and metabolism.fatty acid profile.[].type of FA analysis	Enum_0024
