path	enum
[].Physiology and metabolism.API 20E.[].CIT	Enum_0018
[].Physiology and metabolism.API 20E.[].ADH Arg	Enum_0018
[].Physiology and metabolism.API 20E.[].VP	Enum_0018
[].Physiology and metabolism.API 20E.[].TDA Trp	Enum_0018
[].Physiology and metabolism.API 20E.[].IND	Enum_0018
[].Physiology and metabolism.API 20E.[].GLU	Enum_0018
[].Physiology and metabolism.API 20E.[].Sor	Enum_0018
[].Physiology and metabolism.API 20E.[].RHA	Enum_0018
[].Physiology and metabolism.API 20E.[].MAN	Enum_0018
[].Physiology and metabolism.API 20E.[].INO	Enum_0018
[].Physiology and metabolism.API 20E.[].ARA	Enum_0018
[].Physiology and metabolism.API 20E.[].AMY	Enum_0018
[].Physiology and metabolism.API 20E.[].SAC	Enum_0018
[].Physiology and metabolism.API 20E.[].MEL	Enum_0018
[].Physiology and metabolism.API 20E.[].OX	Enum_0018
[].Physiology and metabolism.API 20E.[].NO2	Enum_0018
[].Physiology and metabolism.API 20E.[].N2	Enum_0018
[].Physiology and metabolism.API 20E.[].MAC	Enum_0018
[].Physiology and metabolism.API 20E.[].OF-O	Enum_0018
[].Physiology and metabolism.API 20E.[].OF-F	Enum_0018
[].Physiology and metabolism.API 20NE.URE	Enum_0018
[].Physiology and metabolism.API 20NE.PAC	Enum_0018
[].Physiology and metabolism.API 20NE.NAG	Enum_0018
[].Physiology and metabolism.API 20NE.MNE	Enum_0018
[].Physiology and metabolism.API 20NE.MLT	Enum_0018
[].Physiology and metabolism.API 20NE.MAN	Enum_0018
[].Physiology and metabolism.API 20NE.MAL	Enum_0018
[].Physiology and metabolism.API 20NE.GNT	Enum_0018
[].Physiology and metabolism.API 20NE.GLU_ Ferm	Enum_0018
[].Physiology and metabolism.API 20NE.GEL	Enum_0018
[].Physiology and metabolism.API 20NE.ESC	Enum_0018
[].Physiology and metabolism.API 20NE.CIT	Enum_0018
[].Physiology and metabolism.API 20NE.CAP	Enum_0018
[].Physiology and metabolism.API 20NE.ARA	Enum_0018
[].Physiology and metabolism.API 20NE.ADI	Enum_0018
[].Physiology and metabolism.API 20NE.ADH Arg	Enum_0018
[].Physiology and metabolism.API 20NE.PNPG	Enum_0018
[].Physiology and metabolism.API 20NE.TRP	Enum_0018
[].Physiology and metabolism.API 20NE.GLU_ Assim	Enum_0018
[].Physiology and metabolism.API 20NE.NO3	Enum_0018
[].Physiology and metabolism.API 20NE.OX	Enum_0018
[].Physiology and metabolism.API 20NE.[].PAC	Enum_0018
[].Physiology and metabolism.API 20NE.[].MNE	Enum_0018
[].Physiology and metabolism.API 20NE.[].MLT	Enum_0018
[].Physiology and metabolism.API 20NE.[].GNT	Enum_0018
[].Physiology and metabolism.API 20NE.[].GLU_ Ferm	Enum_0018
[].Physiology and metabolism.API 20NE.[].GLU_ Assim	Enum_0018
[].Physiology and metabolism.API 20NE.[].GEL	Enum_0018
[].Physiology and metabolism.API 20NE.[].ESC	Enum_0018
[].Physiology and metabolism.API 20NE.[].CIT	Enum_0018
[].Physiology and metabolism.API 20NE.[].CAP	Enum_0018
[].Physiology and metabolism.API 20NE.[].ARA	Enum_0018
[].Physiology and metabolism.API 20NE.[].ADI	Enum_0018
[].Physiology and metabolism.API 20NE.[].URE	Enum_0018
[].Physiology and metabolism.API 20NE.[].TRP	Enum_0018
[].Physiology and metabolism.API 20NE.[].PNPG	Enum_0018
[].Physiology and metabolism.API 20NE.[].NAG	Enum_0018
[].Physiology and metabolism.API 20NE.[].MAN	Enum_0018
[].Physiology and metabolism.API 20NE.[].MAL	Enum_0018
[].Physiology and metabolism.API 20NE.[].NO3	Enum_0018
[].Physiology and metabolism.API 20NE.[].ADH Arg	Enum_0018
[].Physiology and metabolism.API 20NE.[].OX	Enum_0018
[].Physiology and metabolism.API 20STR.VP	Enum_0018
[].Physiology and metabolism.API 20STR.TRE	Enum_0018
[].Physiology and metabolism.API 20STR.SOR	Enum_0018
[].Physiology and metabolism.API 20STR.RIB	Enum_0018
[].Physiology and metabolism.API 20STR.RAF	Enum_0018
[].Physiology and metabolism.API 20STR.PYRA	Enum_0018
[].Physiology and metabolism.API 20STR.PAL	Enum_0018
[].Physiology and metabolism.API 20STR.MAN	Enum_0018
[].Physiology and metabolism.API 20STR.LAP	Enum_0018
[].Physiology and metabolism.API 20STR.LAC	Enum_0018
[].Physiology and metabolism.API 20STR.INU	Enum_0018
[].Physiology and metabolism.API 20STR.HIP	Enum_0018
[].Physiology and metabolism.API 20STR.GLYG	Enum_0018
[].Physiology and metabolism.API 20STR.ESC	Enum_0018
[].Physiology and metabolism.API 20STR.beta GUR	Enum_0018
[].Physiology and metabolism.API 20STR.beta GAL	Enum_0018
[].Physiology and metabolism.API 20STR.ARA	Enum_0018
[].Physiology and metabolism.API 20STR.AMD	Enum_0018
[].Physiology and metabolism.API 20STR.alpha GAL	Enum_0018
[].Physiology and metabolism.API 20STR.ADH	Enum_0018
[].Physiology and metabolism.API 20STR.beta HEM	Enum_0018
[].Physiology and metabolism.API 20STR.[].VP	Enum_0018
[].Physiology and metabolism.API 20STR.[].TRE	Enum_0018
[].Physiology and metabolism.API 20STR.[].SOR	Enum_0018
[].Physiology and metabolism.API 20STR.[].RIB	Enum_0018
[].Physiology and metabolism.API 20STR.[].RAF	Enum_0018
[].Physiology and metabolism.API 20STR.[].PYRA	Enum_0018
[].Physiology and metabolism.API 20STR.[].PAL	Enum_0018
[].Physiology and metabolism.API 20STR.[].MAN	Enum_0018
[].Physiology and metabolism.API 20STR.[].LAP	Enum_0018
[].Physiology and metabolism.API 20STR.[].LAC	Enum_0018
[].Physiology and metabolism.API 20STR.[].INU	Enum_0018
[].Physiology and metabolism.API 20STR.[].HIP	Enum_0018
[].Physiology and metabolism.API 20STR.[].GLYG	Enum_0018
[].Physiology and metabolism.API 20STR.[].ESC	Enum_0018
[].Physiology and metabolism.API 20STR.[].beta GUR	Enum_0018
[].Physiology and metabolism.API 20STR.[].beta GAL	Enum_0018
[].Physiology and metabolism.API 20STR.[].ARA	Enum_0018
[].Physiology and metabolism.API 20STR.[].AMD	Enum_0018
[].Physiology and metabolism.API 20STR.[].alpha GAL	Enum_0018
[].Physiology and metabolism.API 20STR.[].ADH	Enum_0018
[].Physiology and metabolism.API 20STR.[].beta HEM	Enum_0018
[].Physiology and metabolism.API 50CHac.XLT	Enum_0018
[].Physiology and metabolism.API 50CHac.TUR	Enum_0018
[].Physiology and metabolism.API 50CHac.TRE	Enum_0018
[].Physiology and metabolism.API 50CHac.TAG	Enum_0018
[].Physiology and metabolism.API 50CHac.SOR	Enum_0018
[].Physiology and metabolism.API 50CHac.SBE	Enum_0018
[].Physiology and metabolism.API 50CHac.SAL	Enum_0018
[].Physiology and metabolism.API 50CHac.RHA	Enum_0018
[].Physiology and metabolism.API 50CHac.RAF	Enum_0018
[].Physiology and metabolism.API 50CHac.NAG	Enum_0018
[].Physiology and metabolism.API 50CHac.MNE	Enum_0018
[].Physiology and metabolism.API 50CHac.MLZ	Enum_0018
[].Physiology and metabolism.API 50CHac.MEL	Enum_0018
[].Physiology and metabolism.API 50CHac.MDX	Enum_0018
[].Physiology and metabolism.API 50CHac.MDM	Enum_0018
[].Physiology and metabolism.API 50CHac.MDG	Enum_0018
[].Physiology and metabolism.API 50CHac.MAN	Enum_0018
[].Physiology and metabolism.API 50CHac.MAL	Enum_0018
[].Physiology and metabolism.API 50CHac.LYX	Enum_0018
[].Physiology and metabolism.API 50CHac.LXYL	Enum_0018
[].Physiology and metabolism.API 50CHac.LFUC	Enum_0018
[].Physiology and metabolism.API 50CHac.LARL	Enum_0018
[].Physiology and metabolism.API 50CHac.LARA	Enum_0018
[].Physiology and metabolism.API 50CHac.LAC	Enum_0018
[].Physiology and metabolism.API 50CHac.INU	Enum_0018
[].Physiology and metabolism.API 50CHac.INO	Enum_0018
[].Physiology and metabolism.API 50CHac.GNT	Enum_0018
[].Physiology and metabolism.API 50CHac.GLYG	Enum_0018
[].Physiology and metabolism.API 50CHac.GLY	Enum_0018
[].Physiology and metabolism.API 50CHac.GLU	Enum_0018
[].Physiology and metabolism.API 50CHac.GAL	Enum_0018
[].Physiology and metabolism.API 50CHac.FRU	Enum_0018
[].Physiology and metabolism.API 50CHac.ESC	Enum_0018
[].Physiology and metabolism.API 50CHac.ERY	Enum_0018
[].Physiology and metabolism.API 50CHac.DXYL	Enum_0018
[].Physiology and metabolism.API 50CHac.DUL	Enum_0018
[].Physiology and metabolism.API 50CHac.DFUC	Enum_0018
[].Physiology and metabolism.API 50CHac.DARL	Enum_0018
[].Physiology and metabolism.API 50CHac.DARA	Enum_0018
[].Physiology and metabolism.API 50CHac.CEL	Enum_0018
[].Physiology and metabolism.API 50CHac.ARB	Enum_0018
[].Physiology and metabolism.API 50CHac.AMY	Enum_0018
[].Physiology and metabolism.API 50CHac.AMD	Enum_0018
[].Physiology and metabolism.API 50CHac.ADO	Enum_0018
[].Physiology and metabolism.API 50CHac.2KG	Enum_0018
[].Physiology and metabolism.API 50CHac.SAC	Enum_0018
[].Physiology and metabolism.API 50CHac.RIB	Enum_0018
[].Physiology and metabolism.API 50CHac.GEN	Enum_0018
[].Physiology and metabolism.API 50CHac.5KG	Enum_0018
[].Physiology and metabolism.API 50CHac.Q	Enum_0018
[].Physiology and metabolism.API 50CHac.[].XLT	Enum_0018
[].Physiology and metabolism.API 50CHac.[].TUR	Enum_0018
[].Physiology and metabolism.API 50CHac.[].TRE	Enum_0018
[].Physiology and metabolism.API 50CHac.[].TAG	Enum_0018
[].Physiology and metabolism.API 50CHac.[].SOR	Enum_0018
[].Physiology and metabolism.API 50CHac.[].SBE	Enum_0018
[].Physiology and metabolism.API 50CHac.[].SAL	Enum_0018
[].Physiology and metabolism.API 50CHac.[].SAC	Enum_0018
[].Physiology and metabolism.API 50CHac.[].RIB	Enum_0018
[].Physiology and metabolism.API 50CHac.[].RHA	Enum_0018
[].Physiology and metabolism.API 50CHac.[].RAF	Enum_0018
[].Physiology and metabolism.API 50CHac.[].NAG	Enum_0018
[].Physiology and metabolism.API 50CHac.[].MNE	Enum_0018
[].Physiology and metabolism.API 50CHac.[].MLZ	Enum_0018
[].Physiology and metabolism.API 50CHac.[].MEL	Enum_0018
[].Physiology and metabolism.API 50CHac.[].MDX	Enum_0018
[].Physiology and metabolism.API 50CHac.[].MDM	Enum_0018
[].Physiology and metabolism.API 50CHac.[].MDG	Enum_0018
[].Physiology and metabolism.API 50CHac.[].MAN	Enum_0018
[].Physiology and metabolism.API 50CHac.[].MAL	Enum_0018
[].Physiology and metabolism.API 50CHac.[].LYX	Enum_0018
[].Physiology and metabolism.API 50CHac.[].LXYL	Enum_0018
[].Physiology and metabolism.API 50CHac.[].LFUC	Enum_0018
[].Physiology and metabolism.API 50CHac.[].LARL	Enum_0018
[].Physiology and metabolism.API 50CHac.[].LARA	Enum_0018
[].Physiology and metabolism.API 50CHac.[].LAC	Enum_0018
[].Physiology and metabolism.API 50CHac.[].INU	Enum_0018
[].Physiology and metabolism.API 50CHac.[].INO	Enum_0018
[].Physiology and metabolism.API 50CHac.[].GLYG	Enum_0018
[].Physiology and metabolism.API 50CHac.[].GLY	Enum_0018
[].Physiology and metabolism.API 50CHac.[].GLU	Enum_0018
[].Physiology and metabolism.API 50CHac.[].GEN	Enum_0018
[].Physiology and metabolism.API 50CHac.[].GAL	Enum_0018
[].Physiology and metabolism.API 50CHac.[].ESC	Enum_0018
[].Physiology and metabolism.API 50CHac.[].ERY	Enum_0018
[].Physiology and metabolism.API 50CHac.[].DXYL	Enum_0018
[].Physiology and metabolism.API 50CHac.[].DUL	Enum_0018
[].Physiology and metabolism.API 50CHac.[].DFUC	Enum_0018
[].Physiology and metabolism.API 50CHac.[].DARL	Enum_0018
[].Physiology and metabolism.API 50CHac.[].DARA	Enum_0018
[].Physiology and metabolism.API 50CHac.[].CEL	Enum_0018
[].Physiology and metabolism.API 50CHac.[].AMD	Enum_0018
[].Physiology and metabolism.API 50CHac.[].ADO	Enum_0018
[].Physiology and metabolism.API 50CHac.[].GNT	Enum_0018
[].Physiology and metabolism.API 50CHac.[].FRU	Enum_0018
[].Physiology and metabolism.API 50CHac.[].ARB	Enum_0018
[].Physiology and metabolism.API 50CHac.[].AMY	Enum_0018
[].Physiology and metabolism.API 50CHac.[].5KG	Enum_0018
[].Physiology and metabolism.API 50CHac.[].2KG	Enum_0018
[].Physiology and metabolism.API 50CHac.[].Q	Enum_0018
[].Physiology and metabolism.API 50CHas.XLT	Enum_0019
[].Physiology and metabolism.API 50CHas.TUR	Enum_0019
[].Physiology and metabolism.API 50CHas.TRE	Enum_0019
[].Physiology and metabolism.API 50CHas.TAG	Enum_0019
[].Physiology and metabolism.API 50CHas.SOR	Enum_0019
[].Physiology and metabolism.API 50CHas.SBE	Enum_0019
[].Physiology and metabolism.API 50CHas.SAL	Enum_0019
[].Physiology and metabolism.API 50CHas.SAC	Enum_0019
[].Physiology and metabolism.API 50CHas.RIB	Enum_0019
[].Physiology and metabolism.API 50CHas.RHA	Enum_0019
[].Physiology and metabolism.API 50CHas.RAF	Enum_0019
[].Physiology and metabolism.API 50CHas.Q	Enum_0019
[].Physiology and metabolism.API 50CHas.NAG	Enum_0019
[].Physiology and metabolism.API 50CHas.MNE	Enum_0019
[].Physiology and metabolism.API 50CHas.MLZ	Enum_0019
[].Physiology and metabolism.API 50CHas.MEL	Enum_0019
[].Physiology and metabolism.API 50CHas.MDX	Enum_0019
[].Physiology and metabolism.API 50CHas.MDM	Enum_0019
[].Physiology and metabolism.API 50CHas.MDG	Enum_0019
[].Physiology and metabolism.API 50CHas.MAN	Enum_0019
[].Physiology and metabolism.API 50CHas.MAL	Enum_0019
[].Physiology and metabolism.API 50CHas.LYX	Enum_0019
[].Physiology and metabolism.API 50CHas.LXYL	Enum_0019
[].Physiology and metabolism.API 50CHas.LFUC	Enum_0019
[].Physiology and metabolism.API 50CHas.LARL	Enum_0019
[].Physiology and metabolism.API 50CHas.LARA	Enum_0019
[].Physiology and metabolism.API 50CHas.LAC	Enum_0019
[].Physiology and metabolism.API 50CHas.INU	Enum_0019
[].Physiology and metabolism.API 50CHas.INO	Enum_0019
[].Physiology and metabolism.API 50CHas.GLYG	Enum_0019
[].Physiology and metabolism.API 50CHas.GLY	Enum_0019
[].Physiology and metabolism.API 50CHas.GLU	Enum_0019
[].Physiology and metabolism.API 50CHas.GEN	Enum_0019
[].Physiology and metabolism.API 50CHas.GAL	Enum_0019
[].Physiology and metabolism.API 50CHas.FRU	Enum_0019
[].Physiology and metabolism.API 50CHas.ESC	Enum_0019
[].Physiology and metabolism.API 50CHas.ERY	Enum_0019
[].Physiology and metabolism.API 50CHas.DXYL	Enum_0019
[].Physiology and metabolism.API 50CHas.DUL	Enum_0019
[].Physiology and metabolism.API 50CHas.DFUC	Enum_0019
[].Physiology and metabolism.API 50CHas.DARL	Enum_0019
[].Physiology and metabolism.API 50CHas.DARA	Enum_0019
[].Physiology and metabolism.API 50CHas.CEL	Enum_0019
[].Physiology and metabolism.API 50CHas.ARB	Enum_0019
[].Physiology and metabolism.API 50CHas.AMY	Enum_0019
[].Physiology and metabolism.API 50CHas.AMD	Enum_0019
[].Physiology and metabolism.API 50CHas.ADO	Enum_0019
[].Physiology and metabolism.API 50CHas.GNT	Enum_0019
[].Physiology and metabolism.API 50CHas.5KG	Enum_0019
[].Physiology and metabolism.API 50CHas.2KG	Enum_0019
[].Physiology and metabolism.API CAM.TTC	Enum_0018
[].Physiology and metabolism.API CAM.PYRA	Enum_0018
[].Physiology and metabolism.API CAM.PAL	Enum_0018
[].Physiology and metabolism.API CAM.GGT	Enum_0018
[].Physiology and metabolism.API CAM.URE	Enum_0018
[].Physiology and metabolism.API CAM.NIT	Enum_0018
[].Physiology and metabolism.API CAM.HIP	Enum_0018
[].Physiology and metabolism.API CAM.EST	Enum_0018
[].Physiology and metabolism.API CAM.AspA	Enum_0018
[].Physiology and metabolism.API CAM.ArgA	Enum_0018
[].Physiology and metabolism.API CAM.SUT	Enum_0018
[].Physiology and metabolism.API CAM.MLT	Enum_0018
[].Physiology and metabolism.API CAM.H2S	Enum_0018
[].Physiology and metabolism.API CAM.GLU	Enum_0018
[].Physiology and metabolism.API CAM.CFZ	Enum_0018
[].Physiology and metabolism.API CAM.PROP	Enum_0018
[].Physiology and metabolism.API CAM.NAL	Enum_0018
[].Physiology and metabolism.API CAM.ERO	Enum_0018
[].Physiology and metabolism.API CAM.CIT	Enum_0018
[].Physiology and metabolism.API CAM.ACE	Enum_0018
[].Physiology and metabolism.API CAM.CAT	Enum_0018
[].Physiology and metabolism.API CAM.[].URE	Enum_0018
[].Physiology and metabolism.API CAM.[].PYRA	Enum_0018
[].Physiology and metabolism.API CAM.[].PAL	Enum_0018
[].Physiology and metabolism.API CAM.[].NIT	Enum_0018
[].Physiology and metabolism.API CAM.[].GGT	Enum_0018
[].Physiology and metabolism.API CAM.[].AspA	Enum_0018
[].Physiology and metabolism.API CAM.[].ArgA	Enum_0018
[].Physiology and metabolism.API CAM.[].TTC	Enum_0018
[].Physiology and metabolism.API CAM.[].HIP	Enum_0018
[].Physiology and metabolism.API CAM.[].EST	Enum_0018
[].Physiology and metabolism.API CAM.[].H2S	Enum_0018
[].Physiology and metabolism.API CAM.[].SUT	Enum_0018
[].Physiology and metabolism.API CAM.[].PROP	Enum_0018
[].Physiology and metabolism.API CAM.[].NAL	Enum_0018
[].Physiology and metabolism.API CAM.[].MLT	Enum_0018
[].Physiology and metabolism.API CAM.[].GLU	Enum_0018
[].Physiology and metabolism.API CAM.[].ERO	Enum_0018
[].Physiology and metabolism.API CAM.[].CIT	Enum_0018
[].Physiology and metabolism.API CAM.[].CFZ	Enum_0018
[].Physiology and metabolism.API CAM.[].ACE	Enum_0018
[].Physiology and metabolism.API CAM.[].CAT	Enum_0018
[].Physiology and metabolism.API ID32E.URE	Enum_0019
[].Physiology and metabolism.API ID32E.TRE	Enum_0019
[].Physiology and metabolism.API ID32E.SOR	Enum_0019
[].Physiology and metabolism.API ID32E.SAC	Enum_0019
[].Physiology and metabolism.API ID32E.RP	Enum_0019
[].Physiology and metabolism.API ID32E.RHA	Enum_0019
[].Physiology and metabolism.API ID32E.PLE	Enum_0019
[].Physiology and metabolism.API ID32E.ODC	Enum_0019
[].Physiology and metabolism.API ID32E.LDC Lys	Enum_0019
[].Physiology and metabolism.API ID32E.LARL	Enum_0019
[].Physiology and metabolism.API ID32E.LARA	Enum_0019
[].Physiology and metabolism.API ID32E.INO	Enum_0019
[].Physiology and metabolism.API ID32E.GLU	Enum_0019
[].Physiology and metabolism.API ID32E.GAT	Enum_0019
[].Physiology and metabolism.API ID32E.DARL	Enum_0019
[].Physiology and metabolism.API ID32E.CEL	Enum_0019
[].Physiology and metabolism.API ID32E.beta GUR	Enum_0019
[].Physiology and metabolism.API ID32E.beta GLU	Enum_0019
[].Physiology and metabolism.API ID32E.beta GAL	Enum_0019
[].Physiology and metabolism.API ID32E.alphaMAL	Enum_0019
[].Physiology and metabolism.API ID32E.alpha GAL	Enum_0019
[].Physiology and metabolism.API ID32E.ADO	Enum_0019
[].Physiology and metabolism.API ID32E.ADH Arg	Enum_0019
[].Physiology and metabolism.API ID32E.5KG	Enum_0019
[].Physiology and metabolism.API ID32E.MNT	Enum_0019
[].Physiology and metabolism.API ID32E.MAL	Enum_0019
[].Physiology and metabolism.API ID32E.alpha GLU	Enum_0019
[].Physiology and metabolism.API ID32E.MAN	Enum_0019
[].Physiology and metabolism.API ID32E.LIP	Enum_0019
[].Physiology and metabolism.API ID32E.IND	Enum_0019
[].Physiology and metabolism.API ID32E.beta NAG	Enum_0019
[].Physiology and metabolism.API ID32E.AspA	Enum_0019
[].Physiology and metabolism.API ID32E.[].URE	Enum_0019
[].Physiology and metabolism.API ID32E.[].TRE	Enum_0019
[].Physiology and metabolism.API ID32E.[].SOR	Enum_0019
[].Physiology and metabolism.API ID32E.[].SAC	Enum_0019
[].Physiology and metabolism.API ID32E.[].RP	Enum_0019
[].Physiology and metabolism.API ID32E.[].RHA	Enum_0019
[].Physiology and metabolism.API ID32E.[].PLE	Enum_0019
[].Physiology and metabolism.API ID32E.[].ODC	Enum_0019
[].Physiology and metabolism.API ID32E.[].MNT	Enum_0019
[].Physiology and metabolism.API ID32E.[].MAN	Enum_0019
[].Physiology and metabolism.API ID32E.[].MAL	Enum_0019
[].Physiology and metabolism.API ID32E.[].LIP	Enum_0019
[].Physiology and metabolism.API ID32E.[].LDC Lys	Enum_0019
[].Physiology and metabolism.API ID32E.[].LARL	Enum_0019
[].Physiology and metabolism.API ID32E.[].LARA	Enum_0019
[].Physiology and metabolism.API ID32E.[].INO	Enum_0019
[].Physiology and metabolism.API ID32E.[].IND	Enum_0019
[].Physiology and metabolism.API ID32E.[].GLU	Enum_0019
[].Physiology and metabolism.API ID32E.[].GAT	Enum_0019
